1,2014,349587
2,2014,349916
3,2014,350245
4,2014,350574
5,2014,350903
6,2014,351232
7,2014,351560
8,2014,351889
9,2014,352218
10,2014,352547
11,2014,352876
12,2014,353205
1,2015,353540
2,2015,353876
3,2015,354211
4,2015,354547
5,2015,354883
6,2015,355218
7,2015,355554
8,2015,355889
9,2015,356225
10,2015,356560
11,2015,356896
12,2015,357231
1,2016,357568
2,2016,357904
3,2016,358241
4,2016,358577
5,2016,358913
6,2016,359250
7,2016,359586
8,2016,359922
9,2016,360259
10,2016,360595
11,2016,360932
12,2016,361268
1,2017,361608
2,2017,361948
3,2017,362289
4,2017,362629
5,2017,362969
6,2017,363309
7,2017,363649
8,2017,363990
9,2017,364330
10,2017,364670
11,2017,365010
12,2017,365350
1,2018,365694
2,2018,366038
3,2018,366383
4,2018,366727
5,2018,367071
6,2018,367415
7,2018,367759
8,2018,368103
9,2018,368447
10,2018,368791
11,2018,369135
12,2018,369479
